Words,NER Tag
743,CARDINAL
834,CARDINAL
12,CARDINAL
161,CARDINAL
12,CARDINAL
35,CARDINAL
160,CARDINAL
548,CARDINAL
429,CARDINAL
329,CARDINAL
634,CARDINAL
469,CARDINAL
207,CARDINAL
160,CARDINAL
63,CARDINAL
7,CARDINAL
13,CARDINAL
448,CARDINAL
"2,384",CARDINAL
"1,086",CARDINAL
786,CARDINAL
214,CARDINAL
149,CARDINAL
1.1.2022,CARDINAL
31.12.2022,CARDINAL
612,CARDINAL
413,CARDINAL
304,CARDINAL
67,CARDINAL
0,CARDINAL
653,CARDINAL
"1,419",CARDINAL
48,CARDINAL
378,CARDINAL
22,CARDINAL
32,CARDINAL
201,CARDINAL
834,CARDINAL
449,CARDINAL
135,CARDINAL
133,CARDINAL
61,CARDINAL
6,CARDINAL
44,CARDINAL
429,CARDINAL
459,CARDINAL
255,CARDINAL
213,CARDINAL
35,CARDINAL
1,CARDINAL
3,CARDINAL
469,CARDINAL
"2,940",CARDINAL
851,CARDINAL
"1,028",CARDINAL
185,CARDINAL
39,CARDINAL
155,CARDINAL
"2,384",CARDINAL
the Commerzbank Incentive Plan,ORG
three-year,DATE
one year,DATE
2021,DATE
year,DATE
2024,DATE
Germany,GPE
2024,DATE
third,ORDINAL
Commerzbank Group,ORG
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
361,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
• Commerzbank",ORG
Private,LOC
recent years,DATE
Commerzbank,ORG
Commerzbank,ORG
Widerrufsjoker,WORK_OF_ART
between 2002,DATE
2010,DATE
21 June 2016,DATE
Bank,ORG
Bank,ORG
2010,DATE
Bank,ORG
Commerzbank,ORG
South American,NORP
Uruguay,GPE
Argentina,GPE
two,CARDINAL
third,ORDINAL
USA,GPE
May 2017,DATE
Polish,NORP
mBank,ORG
"1,731",CARDINAL
first,ORDINAL
January 2024,DATE
first,ORDINAL
"22,602",CARDINAL
31 December 2023,DATE
previous year,DATE
"17,627",CARDINAL
mBank,ORG
31 December 2023,DATE
"4,528",CARDINAL
mBank,ORG
104,CARDINAL
mBank,ORG
"4,424",CARDINAL
mBank,ORG
ECJ,ORG
the Polish,ORG
Supreme Court,ORG
Polish Supreme Court,ORG
Polish,NORP
ECJ,ORG
mBank (C-140/22,ORG
ECJ,ORG
December 2023,DATE
ECJ,ORG
15 June 2023,DATE
C-520/21,GPE
ECJ,ORG
December 2023,DATE
ECJ,ORG
December 2023,DATE
ECJ,ORG
15 June 2023,DATE
C-520/21,GPE
ECJ,ORG
mBank,ORG
C-488/23,NORP
January 2024,DATE
15 June 2023,DATE
C-520/21,GPE
mBank,ORG
"the 
fourth quarter of 2022",DATE
mBank,ORG
285.7,MONEY
362,CARDINAL
2023,DATE
ECJ,ORG
Bank,ORG
Polish,NORP
ECJ,ORG
31 December 2023,DATE
3.4bn,CARDINAL
Polish,NORP
11.2bn,CARDINAL
Polish,NORP
Group,ORG
1.9bn,MONEY
previous year,DATE
1.4bn,MONEY
Bank,ORG
Bank,ORG
April 2021,DATE
the German Federal Court of Justice,ORG
Bank,ORG
Bank,ORG
• Based,ORG
Federal Ministry of Finance,ORG
BMF,ORG
2017,DATE
Commerzbank,ORG
BMF,ORG
9 July 2021,DATE
BMF,ORG
"the second 
quarter of 2021",DATE
Bank,ORG
Commerzbank,ORG
third,ORDINAL
Commerzbank,ORG
May 2019,DATE
Commerzbank,ORG
Bank,ORG
the financial year,DATE
Commerzbank,ORG
"May 
2014",DATE
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
363,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
55,CARDINAL
The Commerzbank Incentive Plan,ORG
2011,DATE
Commerzbank Group,ORG
CIP,ORG
2,CARDINAL
STI,ORG
LTI,ORG
CIP,ORG
Commerzbank,ORG
Commerzbank,ORG
Bank,ORG
a financial year,DATE
STI,ORG
STI,ORG
STI,GPE
LTI,ORG
STI,GPE
40%,PERCENT
LTI,ORG
60%,PERCENT
50%,PERCENT
STI,ORG
LTI,ORG
II,CARDINAL
STI,ORG
60%,PERCENT
LTI,ORG
40%,PERCENT
Half,CARDINAL
STI,ORG
LTI,ORG
annual,DATE
the first three months,DATE
the following financial year,DATE
Commerzbank,ORG
STI,ORG
LTI,ORG
Commerzbank,ORG
50%,PERCENT
STI,ORG
LTI,ORG
the 2018 financial year,DATE
Xetra,LAW
Commerzbank,ORG
December,DATE
the previous year,DATE
January,DATE
the next year,DATE
2019,DATE
"the 
month of January of the year",DATE
the financial year,DATE
Commerzbank,ORG
STI,ORG
twelve-month,DATE
lockup,PERSON
STI,ORG
the financial year,DATE
April,DATE
next financial year,DATE
LTI,ORG
"the Remuneration 
Ordinance for Institutions (Institutsvergütungsverordnung",LAW
25,CARDINAL
September 2021,DATE
five years,DATE
four years,DATE
Commerzbank,ORG
five years,DATE
LTI,ORG
STI,ORG
2019 financial year,DATE
LTI Cash,ORG
November of the sixth year,DATE
LTI Equity,ORG
October of the seventh year,DATE
LTI Cash,PRODUCT
November of the fourth year,DATE
LTI,ORG
October of the fifth year,DATE
2021 financial year,DATE
2022 financial year,DATE
LTI Cash,ORG
November,DATE
the fifth year,DATE
LTI Equity,ORG
October of the sixth year,DATE
2023 financial year,DATE
LTI Cash,PRODUCT
the LTI Equity,ORG
annual,DATE
LTI,ORG
LTI,ORG
the year,DATE
the year,DATE
November,DATE
LTI,ORG
the year,DATE
the year,DATE
October,DATE
364,CARDINAL
Xetra,PRODUCT
Commerzbank,ORG
2019 financial year,DATE
Commerzbank,ORG
CIP,ORG
2019 financial year,DATE
mBank S.A.,ORG
2012,DATE
the Management Board,ORG
2017,DATE
2013,DATE
mBank,ORG
three years,DATE
2014,DATE
mBank,ORG
three years,DATE
each year,DATE
2015,DATE
mBank,ORG
2012,DATE
2014,DATE
2018,DATE
the Board of Managing Directors,ORG
three to five years,DATE
2021,DATE
"the Board of Managing 
Directors",ORG
three to five years,DATE
three to four years,DATE
"the Board of Managing 
Directors",ORG
mBank,ORG
firstly,ORDINAL
the Board of Managing Directors,ORG
2012,DATE
2014,DATE
2018,DATE
secondly,ORDINAL
the Board of Managing Directors,ORG
2021,DATE
the Board of Managing Directors,ORG
Remuneration,ORG
Group,ORG
the Board of Managing Directors,ORG
2,CARDINAL
Payment,ORG
Group,ORG
Commerzbank,ORG
Aktiengesellschaft,ORG
Commerzbank,ORG
Xetra,PRODUCT
"the months of 
January and February plus December of the previous year",DATE
the Commerzbank Incentive Plan,ORG
Commerzbank,ORG
31 December,DATE
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information 
365 
 
 
 
 
 
",ORG
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
four or six years,DATE
the year,DATE
10.28,MONEY
10.74,MONEY
2.5 years,DATE
"the 
Board of Managing Directors",ORG
318,MONEY
2023 financial year,DATE
previous year,DATE
288,MONEY
2023,CARDINAL
2022,CARDINAL
Commerzbank Incentive Plan,ORG
"40 
25",CARDINAL
2,CARDINAL
3,CARDINAL
43,CARDINAL
2023,CARDINAL
2022,CARDINAL
86,CARDINAL
53,CARDINAL
2,CARDINAL
6,CARDINAL
"Commerzbank Incentive Plan 
 
",ORG
Commerzbank,ORG
1.1.2022,CARDINAL
"1,277,227",CARDINAL
the year,DATE
"2,508,616",CARDINAL
the year,DATE
the year,DATE
"944,934",CARDINAL
the year,DATE
31.12.2022,CARDINAL
"2,840,909",CARDINAL
1.1.2023,CARDINAL
"2,840,909",CARDINAL
"2,748,945",CARDINAL
the year,DATE
the year,DATE
"1,059,830",CARDINAL
the year,DATE
31.12.2023,CARDINAL
"4,530,024",CARDINAL
1,CARDINAL
the financial year,DATE
9.61,MONEY
366,CARDINAL
56,CARDINAL
third,ORDINAL
third,ORDINAL
Financial,ORG
Financial,ORG
The Commerzbank Group,ORG
Group,ORG
Group,ORG
a later date,DATE
third,ORDINAL
the Single Resolution Board,ORG
SRB,ORG
Bank,ORG
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
367,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
€m",ORG
31.12.2023,CARDINAL
"47,824",CARDINAL
"46,796",CARDINAL
2.2,CARDINAL
"6,335",CARDINAL
"7,958",CARDINAL
20.4,CARDINAL
"38,205",CARDINAL
"35,111",CARDINAL
8.8,CARDINAL
157,CARDINAL
175,CARDINAL
10.2,CARDINAL
"2,834",CARDINAL
"3,331",CARDINAL
14.9,CARDINAL
292,CARDINAL
221,CARDINAL
31.9,CARDINAL
"80,204",CARDINAL
"80,228",CARDINAL
"1,367",CARDINAL
"1,385",CARDINAL
1.3,CARDINAL
"65,717",CARDINAL
"62,703",CARDINAL
4.8,CARDINAL
"7,142",CARDINAL
"10,631",CARDINAL
32.8,CARDINAL
"4,805",CARDINAL
"4,692",CARDINAL
2.4,CARDINAL
"1,174",CARDINAL
817,CARDINAL
43.6,CARDINAL
"128,028",CARDINAL
"127,023",CARDINAL
0.8,CARDINAL
Prior-year,DATE
4,CARDINAL
Commerzbank Group,ORG
31 December 2023,DATE
429,MONEY
563,MONEY
Commerzbank,ORG
"April 
2016",DATE
Commerzbank,ORG
Commerzbank,ORG
first,ORDINAL
Commerzbank,ORG
Commerzbank,ORG
February 2020,DATE
February 2022,DATE
Commerzbank,ORG
Hungary,GPE
Commerzbank,ORG
May 2018,DATE
second,ORDINAL
2018,DATE
Commerzbank,ORG
Bank,ORG
May 2023,DATE
third,ORDINAL
Frankfurt,GPE
Commerzbank,ORG
Dresdner Bank,ORG
Commerzbank,ORG
the end of 2015,DATE
the start of 2018,DATE
Commerzbank,ORG
September 2019,DATE
Dresdner Bank,ORG
Cologne,GPE
Commerzbank,ORG
September 2019,DATE
Bank,ORG
"Dresdner 
Bank",ORG
third,ORDINAL
Commerzbank,ORG
368,CARDINAL
Commerzbank,ORG
2023,DATE
Bank,ORG
• Commerzbank,ORG
EU,ORG
2023 financial year,DATE
42,MONEY
EU,ORG
30,MONEY
2015,DATE
181,MONEY
EU,ORG
106,MONEY
"the Compensation Scheme of German 
Private Banks",ORG
2023 financial year,DATE
72,MONEY
2015,DATE
181,MONEY
EU,ORG
106,MONEY
"the Compensation Scheme of German 
Private Banks",ORG
the European General Court,ORG
EGC,ORG
25 October 2023,DATE
Commerzbank,ORG
2023,DATE
ECJ,ORG
annual,DATE
31 December 2023,DATE
Commerzbank,ORG
Commerzbank,ORG
up to €287,MONEY
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
369,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
57,CARDINAL
Commerzbank Group,ORG
IFRS 8 Operating Segments,ORG
Commerzbank Group,ORG
Managing Directors,ORG
two,CARDINAL
Small-Business Customers and Corporate Clients,ORG
Commerzbank Group’s,ORG
2023,DATE
the financial year 2023,DATE
12.7%,PERCENT
(previous year,DATE
12.5%,PERCENT
Group,ORG
Group,ORG
Group,ORG
Bank,ORG
"Common Equity 
Tier 1",PERSON
Group’s CET1,ORG
Others and Consolidation,WORK_OF_ART
Group,ORG
370,CARDINAL
Commerzbank,ORG
"4,385",CARDINAL
"2,781",CARDINAL
"1,202",CARDINAL
"8,368",CARDINAL
18,CARDINAL
4,CARDINAL
4,CARDINAL
472,CARDINAL
155,CARDINAL
618,CARDINAL
"2,150",CARDINAL
"1,281",CARDINAL
45,CARDINAL
"3,386",CARDINAL
173,CARDINAL
650,CARDINAL
359,CARDINAL
3,CARDINAL
0,CARDINAL
43,CARDINAL
39,CARDINAL
14,CARDINAL
2,CARDINAL
41,CARDINAL
1,CARDINAL
5,CARDINAL
0,CARDINAL
4,CARDINAL
"1,016",CARDINAL
"50 
11",CARDINAL
"1,055",CARDINAL
"5,374",CARDINAL
"4,481",CARDINAL
606,CARDINAL
"10,461",CARDINAL
"4,903",CARDINAL
"4,326",CARDINAL
614,CARDINAL
"9,843",CARDINAL
"3,575",CARDINAL
"2,111",CARDINAL
320,CARDINAL
"6,006",CARDINAL
303,CARDINAL
415,CARDINAL
"1,024",CARDINAL
"2,142",CARDINAL
255,CARDINAL
"3,421",CARDINAL
18,CARDINAL
"1,024",CARDINAL
"2,142",CARDINAL
236,CARDINAL
"3,403",CARDINAL
"179,698",CARDINAL
"134,434",CARDINAL
"203,035",CARDINAL
"517,166",CARDINAL
"228,254",CARDINAL
"168,960",CARDINAL
"119,952",CARDINAL
"517,166",CARDINAL
13,CARDINAL
129,CARDINAL
142,CARDINAL
employed1,DATE
"6,769",CARDINAL
"10,481",CARDINAL
"7,695",CARDINAL
"24,945",CARDINAL
15.1,CARDINAL
20.4,CARDINAL
13.7,CARDINAL
66.5,CARDINAL
47.1,CARDINAL
57.4,CARDINAL
72.2,CARDINAL
48.7,CARDINAL
61.4,CARDINAL
1,CARDINAL
Others and Consolidation,WORK_OF_ART
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
371,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
",ORG
"2022 
€m1",MONEY
"3,941",CARDINAL
"2,077",CARDINAL
441,CARDINAL
"6,459",CARDINAL
19,CARDINAL
5,CARDINAL
7,CARDINAL
32,CARDINAL
392,CARDINAL
446,CARDINAL
38,CARDINAL
876,CARDINAL
"2,245",CARDINAL
"1,320",CARDINAL
46,CARDINAL
"3,519",CARDINAL
79,CARDINAL
436,CARDINAL
93,CARDINAL
451,CARDINAL
2,CARDINAL
18,CARDINAL
93,CARDINAL
113,CARDINAL
294,CARDINAL
"10 
11",CARDINAL
292,CARDINAL
5,CARDINAL
0,CARDINAL
13,CARDINAL
569,CARDINAL
26,CARDINAL
11,CARDINAL
606,CARDINAL
"5,266",CARDINAL
"3,792",CARDINAL
403,CARDINAL
"9,461",CARDINAL
"4,874",CARDINAL
"3,346",CARDINAL
365,CARDINAL
"8,585",CARDINAL
"3,414",CARDINAL
"2,162",CARDINAL
268,CARDINAL
"5,844",CARDINAL
460,CARDINAL
120,CARDINAL
642,CARDINAL
"1,001",CARDINAL
"1,065",CARDINAL
34,CARDINAL
"2,099",CARDINAL
0,CARDINAL
"1,001",CARDINAL
"1,065",CARDINAL
60,CARDINAL
"2,005",CARDINAL
"170,749",CARDINAL
"136,696",CARDINAL
"169,983",CARDINAL
"477,428",CARDINAL
"210,303",CARDINAL
"156,203",CARDINAL
"110,923",CARDINAL
"477,428",CARDINAL
31,CARDINAL
151,CARDINAL
182,CARDINAL
"6,745",CARDINAL
"10,072",CARDINAL
"7,186",CARDINAL
"24,003",CARDINAL
14.8,CARDINAL
10.6,CARDINAL
8.7,CARDINAL
64.8,CARDINAL
57.0,CARDINAL
61.8,CARDINAL
73.6,CARDINAL
60.2,CARDINAL
68.6,CARDINAL
Prior-year,DATE
4,CARDINAL
8.29,CARDINAL
2,CARDINAL
"Others and Consolidation 
 
 
 
 
372",WORK_OF_ART
Commerzbank,ORG
2023,DATE
"2023 
 
Others 
Consolidation 
Others and Consolidation 
Net",DATE
"1,204",CARDINAL
2,CARDINAL
"1,202",CARDINAL
4,CARDINAL
4,CARDINAL
8,CARDINAL
8,CARDINAL
41,CARDINAL
4,CARDINAL
45,CARDINAL
703,CARDINAL
54,CARDINAL
650,CARDINAL
43,CARDINAL
43,CARDINAL
41,CARDINAL
0,CARDINAL
41,CARDINAL
17,CARDINAL
"6 
11",CARDINAL
564,CARDINAL
42,CARDINAL
606,CARDINAL
572,CARDINAL
42,CARDINAL
614,CARDINAL
327,CARDINAL
8,CARDINAL
40,CARDINAL
0,CARDINAL
40,CARDINAL
205,CARDINAL
50,CARDINAL
255,CARDINAL
18,CARDINAL
18,CARDINAL
"187 
50",CARDINAL
"202,988",CARDINAL
47,CARDINAL
"203,035",CARDINAL
"119,832",CARDINAL
120,CARDINAL
451,CARDINAL
10,CARDINAL
441,CARDINAL
7,CARDINAL
38,CARDINAL
38,CARDINAL
41,CARDINAL
4,CARDINAL
46,CARDINAL
139,CARDINAL
45,CARDINAL
93,CARDINAL
93,CARDINAL
8,CARDINAL
5,CARDINAL
6,CARDINAL
11,CARDINAL
466,CARDINAL
63,CARDINAL
403,CARDINAL
428,CARDINAL
63,CARDINAL
280,CARDINAL
12,CARDINAL
268,CARDINAL
63,CARDINAL
0,CARDINAL
63,CARDINAL
85,CARDINAL
51,CARDINAL
94,CARDINAL
94,CARDINAL
9,CARDINAL
51,CARDINAL
"60 
 
 
 
 
",MONEY
"169,931",CARDINAL
"169,983",CARDINAL
"110,833",CARDINAL
90,CARDINAL
"110,923",CARDINAL
8.29,CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
373,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
 
",ORG
2023,DATE
Germany,GPE
Europe,LOC
Germany,GPE
America,GPE
"7,710",CARDINAL
"2,471",CARDINAL
89,CARDINAL
191,CARDINAL
"10,461",CARDINAL
"103,042",CARDINAL
"31,744",CARDINAL
"5,707",CARDINAL
"3,551",CARDINAL
"144,044",CARDINAL
2022,DATE
Germany,GPE
Europe,LOC
Germany,GPE
America,GPE
"7,089",CARDINAL
"2,062",CARDINAL
131,CARDINAL
180,CARDINAL
"9,461",CARDINAL
"94,081",CARDINAL
"36,680",CARDINAL
"5,966",CARDINAL
"3,746",CARDINAL
"140,473",CARDINAL
Europe,LOC
Germany,GPE
around 19%,PERCENT
the United Kingdom,GPE
previous year,DATE
26%,PERCENT
54%,PERCENT
Poland,GPE
(previous year,DATE
50%,PERCENT
3%,PERCENT
Luxembourg,GPE
(previous year,DATE
5%,PERCENT
Europe,LOC
Germany,GPE
around 53%,PERCENT
Poland,GPE
previous year,DATE
45%,PERCENT
28%,PERCENT
the United Kingdom,GPE
previous year,DATE
22%,PERCENT
7%,PERCENT
Luxembourg,GPE
21%,PERCENT
IFRS 8.32 Commerzbank,ORG
Commerzbank Group’s,ORG
374,CARDINAL
Commerzbank,ORG
"2023 
 
",DATE
58,CARDINAL
31.12.2023,CARDINAL
"1,108",CARDINAL
"1,082",CARDINAL
2.5,CARDINAL
"27,305",CARDINAL
"17,126",CARDINAL
59.4,CARDINAL
daily,DATE
"64,712",CARDINAL
"57,025",CARDINAL
13.5,CARDINAL
"93,126",CARDINAL
"75,233",CARDINAL
first,ORDINAL
the current financial year,DATE
the previous year,DATE
the financial year,DATE
31.12.2023,CARDINAL
31.12.2022,CARDINAL
11,CARDINAL
2,CARDINAL
31.12.2023,CARDINAL
31.12.2022,CARDINAL
6,CARDINAL
the Commerzbank Group,ORG
Commerzbank Group,ORG
2023,CARDINAL
2022,CARDINAL
1.1,CARDINAL
"10,004",CARDINAL
"10,166",CARDINAL
"1,094",CARDINAL
178,CARDINAL
545,CARDINAL
"1,048",CARDINAL
"1,429",CARDINAL
"1,389",CARDINAL
31.12,CARDINAL
"9,793",CARDINAL
"10,004",CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
375,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
Reported equity",ORG
59,CARDINAL
Commerzbank,ORG
1.00,MONEY
treasury,ORG
1.00,MONEY
"1,240",MONEY
(previous year,DATE
"1,252",MONEY
31 December 2023,DATE
Commerzbank Aktiengesellschaft,ORG
the financial year,DATE
the previous year,DATE
"capital 
 
Date of AGM",ORG
31.5.2023,CARDINAL
564,CARDINAL
564,CARDINAL
564,CARDINAL
564,CARDINAL
31 December 2023,DATE
the Articles of Association,ORG
Commerzbank Aktiengesellschaft,ORG
29,CARDINAL
September 2023,DATE
The Board of Managing Directors,ORG
the Supervisory Board,ORG
30 May 2028,DATE
"438,325,172.00",MONEY
one,CARDINAL
186,CARDINAL
5,CARDINAL
1,CARDINAL
the German Stock Corporation Act,ORG
Commerzbank Aktiengesellschaft,ORG
"the Board of Managing 
Directors",ORG
the Supervisory Board,ORG
Commerzbank,ORG
Commerzbank,ORG
Group,ORG
Art,GPE
18,CARDINAL
1,CARDINAL
"the Stock 
Corporation Act",ORG
"15,000,000.00",MONEY
Group,ORG
Art,GPE
18,CARDINAL
1,CARDINAL
"the 
Stock Corporation Act",ORG
3%,PERCENT
3%,PERCENT
the Board of Managing Directors,ORG
Group,ORG
Art,GPE
18,CARDINAL
1,CARDINAL
"the German Stock 
Corporation Act",ORG
The Board of Managing Directors,ORG
The Board of Managing Directors,ORG
the Supervisory Board,ORG
30 May 2028,DATE
one,CARDINAL
Capital 2023/II,EVENT
376,CARDINAL
Commerzbank,ORG
2023,DATE
Art,PERSON
186,CARDINAL
5,CARDINAL
1,CARDINAL
German Stock Corporation Act,ORG
Commerzbank Aktiengesellschaft,ORG
the Board of Managing Directors,ORG
the Supervisory Board,ORG
Commerzbank Aktiengesellschaft,ORG
Commerzbank Aktiengesellschaft,ORG
Group,ORG
Art,GPE
18,CARDINAL
1,CARDINAL
the Stock Corporation Act,LAW
Art,PERSON
203,CARDINAL
1,CARDINAL
Art,PERSON
186,CARDINAL
3,CARDINAL
4,CARDINAL
the German Stock Corporation Act,ORG
10%,PERCENT
Company,ORG
10%,PERCENT
Company,ORG
Authorised Capital 2023/II,ORG
Art,PERSON
71,DATE
1,CARDINAL
8,CARDINAL
5,CARDINAL
Art,GPE
186,CARDINAL
3,CARDINAL
4,CARDINAL
the German Stock Corporation Act,ORG
"Authorised Capital 
2023/II",ORG
Art,GPE
186,CARDINAL
3,CARDINAL
4,CARDINAL
"the German 
Stock Corporation Act",ORG
10%,PERCENT
Annual,DATE
"the Board of 
Managing Directors",ORG
Commerzbank Aktiengesellschaft,ORG
Group,ORG
Art,GPE
18,CARDINAL
1,CARDINAL
the Stock Corporation Act,LAW
Company,ORG
the Board of Managing Directors,ORG
3%,PERCENT
Annual,DATE
3%,PERCENT
the Board of Managing Directors,ORG
Group,ORG
Art,GPE
18,CARDINAL
1,CARDINAL
"the German Stock 
Corporation Act",ORG
The Board of Managing Directors,ORG
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
377,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
60,CARDINAL
"Commerzbank 
Group’s",ORG
"the Capital Requirements 
Regulation",ORG
CRR,ORG
31.12.2023,CARDINAL
31.12.2022,CARDINAL
Veränd,PRODUCT
25.7,CARDINAL
23.9,CARDINAL
7.8,CARDINAL
Tier 1 capital,PRODUCT
28.9,CARDINAL
27.1,CARDINAL
6.8,CARDINAL
33.9,CARDINAL
31.9,CARDINAL
6.0,CARDINAL
175.1,CARDINAL
168.7,CARDINAL
3.8,CARDINAL
144.0,CARDINAL
140.5,CARDINAL
2.5,CARDINAL
8.3,CARDINAL
7.1,CARDINAL
17.3,CARDINAL
22.8,CARDINAL
21.2,CARDINAL
7.5,CARDINAL
14.7,CARDINAL
14.1,CARDINAL
3.9,CARDINAL
16.5,CARDINAL
16.0,CARDINAL
2.9,CARDINAL
"19.3 
18.9 
2.2",QUANTITY
1,CARDINAL
Commerzbank,ORG
CRR,ORG
31.12.2023,CARDINAL
Veränd,PRODUCT
592,CARDINAL
548,CARDINAL
8.1,CARDINAL
4.9,CARDINAL
4.9,CARDINAL
1.2,CARDINAL
NPE,ORG
the EBA Risk Dashboard,ORG
31.12.2023,CARDINAL
Veränd,PRODUCT
NPE,ORG
0.8,CARDINAL
1.1,CARDINAL
23.1,CARDINAL
Commerzbank Aktiengesellschaft,ORG
quarterly,DATE
CRR,ORG
CRR,ORG
378,CARDINAL
Commerzbank,ORG
61,CARDINAL
Bank,ORG
"the financial year 
 
",DATE
Group,ORG
2023,DATE
2022,DATE
Group,ORG
"40,603",CARDINAL
"19,286",CARDINAL
"21,317",CARDINAL
"42,378",CARDINAL
"20,172",CARDINAL
"22,206",CARDINAL
Germany,GPE
"26,985",CARDINAL
"12,899",CARDINAL
"14,086",CARDINAL
"28,213",CARDINAL
"13,571",CARDINAL
"14,643",CARDINAL
Outside Germany,GPE
"13,618",CARDINAL
"6,388",CARDINAL
"7,231",CARDINAL
"14,165",CARDINAL
"6,601",CARDINAL
62,CARDINAL
Commerzbank Aktiengesellschaft,ORG
Commerzbank Aktiengesellschaft,ORG
prior-year,DATE
Commerzbank Aktiengesellschaft’s Board of Managing Directors,ORG
Supervisory Board,ORG
the financial year,DATE
German,NORP
the Supervisory Board,ORG
Commerzbank Aktiengesellschaft,ORG
German,NORP
IAS 24,ORG
118,MONEY
(previous year,DATE
106,MONEY
31 December 2023,DATE
166,MONEY
previous year,DATE
178,MONEY
22,MONEY
(previous year,DATE
52,MONEY
64,MONEY
previous year,DATE
55,MONEY
Bank,ORG
86,MONEY
previous year,DATE
89,MONEY
24,MONEY
previous year,DATE
26,MONEY
31 December 2023,DATE
the previous year,DATE
3,MONEY
previous year,DATE
1,MONEY
31 December 2023,DATE
20,MONEY
previous year,DATE
32,MONEY
6,MONEY
18,MONEY
the financial year,DATE
16,MONEY
previous year,DATE
0,MONEY
Bank,ORG
3,MONEY
previous year,DATE
3,MONEY
3,MONEY
previous year,DATE
0,MONEY
206,MONEY
previous year,DATE
216,MONEY
0,MONEY
previous year,DATE
0,MONEY
16,MONEY
(previous year,DATE
9,MONEY
0,MONEY
Bank,ORG
previous year,DATE
0,MONEY
German,NORP
Commerzbank,ORG
German,NORP
Deutsche Bundesbank,ORG
German,NORP
31 December 2023,DATE
"61,470",MONEY
previous year,DATE
"58,784",MONEY
"Deutsche 
Bundesbank",ORG
"60,175",MONEY
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
379,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
€",ORG
"57,586",MONEY
German,NORP
"11,259",MONEY
"12,845",MONEY
"11,230",MONEY
previous year,DATE
"12,811",MONEY
31 December 2023,DATE
Bank,ORG
115,MONEY
(previous year,DATE
263,MONEY
German,NORP
"2,579",MONEY
(previous year,DATE
146,MONEY
15,MONEY
previous year,DATE
10,MONEY
8,MONEY
previous year,DATE
€4m,MONEY
31 December 2023,DATE
7,MONEY
previous year,DATE
€4,MONEY
€23m,MONEY
previous year,DATE
23,MONEY
the Supervisory Board,ORG
Commerzbank Group,ORG
"Board of Managing Directors 
",ORG
Supervisory Board,ORG
31.12.2023,CARDINAL
31.12.2022,CARDINAL
31.12.2023,CARDINAL
"1,000)1",MONEY
"2,384",CARDINAL
"2,510",CARDINAL
"5,489",CARDINAL
"1,057",CARDINAL
"2,058",CARDINAL
"2,058",CARDINAL
"2,060",CARDINAL
"2,042",CARDINAL
3,CARDINAL
0.75,CARDINAL
5.25,CARDINAL
0.75,CARDINAL
2.8,CARDINAL
2.15,CARDINAL
1.35,CARDINAL
